date,price
2017-08-10,20050.0
2017-08-18,20350.0
2017-08-19,20250.0
2017-08-21,20250.0
2017-08-22,20300.0
2017-08-23,20250.0
2017-08-24,20350.0
2017-08-25,20350.0
2017-08-26,20300.0
2017-08-28,20350.0
2017-08-29,20700.0
2017-08-30,20650.0
2017-08-31,20500.0
2017-09-01,20700.0
2017-09-02,20750.0
2017-09-04,20900.0
2017-09-05,20950.0
2017-09-06,21000.0
2017-09-07,20950.0
2017-09-08,21150.0
2017-09-09,21100.0
2017-09-11,21000.0
2017-09-12,20850.0
2017-09-13,20850.0
2017-09-14,20750.0
2017-09-15,20850.0
2017-09-16,20750.0
2017-09-18,20700.0
2017-09-19,20500.0
2017-09-20,20550.0
2017-09-21,20450.0
2017-09-22,20350.0
2017-09-23,20350.0
2017-09-25,20300.0
2017-09-26,20550.0
2017-09-27,20450.0
2017-09-28,20300.0
2017-09-29,20350.0
2017-09-30,20250.0
2017-10-02,20200.0
2017-10-03,20200.0
2017-10-04,20150.0
2017-10-05,20150.0
2017-10-06,20150.0
2017-10-07,20200.0
2017-10-09,20300.0
2017-10-10,20350.0
2017-10-11,20300.0
2017-10-12,20300.0
2017-10-13,20300.0
2017-10-14,20400.0
2017-10-16,20450.0
2017-10-17,20250.0
2017-10-18,20250.0
2017-10-19,20100.0
2017-10-20,20150.0
2017-10-20,20150.0
2017-10-23,20100.0
2017-10-24,20150.0
2017-10-25,20050.0
2017-10-26,20100.0
2017-10-27,20000.0
2017-10-28,20100.0
2017-10-30,20050.0
2017-10-31,20100.0
2017-11-01,20100.0
2017-11-02,20050.0
2017-11-03,20050.0
2017-11-04,20000.0
2017-11-06,20000.0
2017-11-07,20050.0
2017-11-08,20050.0
2017-11-09,20150.0
2017-11-10,20150.0
2017-11-11,20100.0
2017-11-13,20050.0
2017-11-14,20000.0
2017-11-15,20100.0
2017-11-16,20000.0
2017-11-17,20000.0
2017-11-18,20100.0
2017-11-20,20050.0
2017-11-21,19900.0
2017-11-22,19900.0
